Facility,MP Name,Source Type,Current Use Five Year Average (MGY),Enddate,Latitude,Longitude
"Lake Packing Company, Inc.- Wastewater Irrigation",BRYANT POND,Surface Water Intake,0.00,2016,37.97944444,-76.51972222
Newman South Farm,POND #1,Well,0.00,2016,37.62138889,-75.78277778
BAY CREEK RESORT & CLUB,Lake 16,Surface Water Intake,0.00,2014,37.25424444,-76.02322778
GARY AND RHONDA GUTHRIE,FARM POND  #7352,Surface Water Intake,0.01,2016,0.1,0
Glenwood Mobile Home Park,none,Well,1.94,2016,38.09083333,-77.5225
NORTHAM/SOMERS,NORTHAM/SOMERS WELL #1,Well,0.00,2016,37.85861111,-75.5825
BAY CREEK RESORT & CLUB,Lake 17,Surface Water Intake,0.00,2014,37.25558889,-76.01643889
SYDNOR - small well systems,POTOMAC SUPPLY,Well,0.00,2016,38.02416667,-76.59527778
HERMITAGE FARMS NURSERY,TRAILERS WELL,Well,0.10,2016,37.47361111,-75.87833333
BURNSIDE FARMS SERVICE AREA,BURNSIDE WELL #2,Well,2.11,2016,37.62638889,-77.39416667
Roanoke Cement Company,CATAWBA CREEK,Surface Water Intake,0.00,2016,37.47,-80.00555556
DAVIDS NURSERY,WELL #2,Well,8.54,2016,37.52833333,-75.90138889
Somerset,RAPIDAN RIVER,Surface Water Intake,1.76,2016,0.1,0
SYDNOR - small well systems,GLOUCESTER - PETSWORTH ELEM,Well,0.00,2016,37.46027778,-76.61027778
"PINES GOLF COURSE, THE / FORT EUSTIS",WELL #6 GOLF COURSE,Well,0.00,2016,37.13611111,-76.59694444
SUFFOLK AND ISLE OF WIGHT,CARRSVILLE WELL #1,Well,0.00,2016,36.70555556,-76.83472222
Townfield,TOWNFIELD FARM POND #2,Surface Water Intake,0.00,2015,37.28138889,-76.0025
TOWNFIELD FARM,TOWNFIELD FARM POND #1,Well,0.00,2015,37.29055556,-75.99444444
WAYNESBORO SERVICE AREA,JEFFERSON AVE WELL # 1,Well,309.48,2016,38.05326413,-78.90360295
CHASE CITY SERVICE AREA,WELL #4,Well,0.00,2016,36.79777778,-78.45388889
MOBILE ESTATES,WELL #1,Well,1.99,2016,37.34055556,-76.76333333
ELKTON PLANT,WELL  #3,Well,396.86,2016,38.38566,-78.650565
APPOMATTOX (TOWN) SERVICE AREA,WELL #42,Well,0.00,2016,37.35805556,-78.82527778
CHASE CITY SERVICE AREA,WELL #15,Well,0.00,2016,36.79583333,-78.45611111
CHASE CITY SERVICE AREA,WELL #14,Well,0.00,2016,36.7925,-78.46472222
BIG BETHEL LANDFILL,P3CS - TEMP,Well,0.00,2016,37.07888889,-76.4425
WAYNESBORO SERVICE AREA,JEFFERSON AVE WELL #2,Well,284.97,2016,38.05302602,-78.90385038
MACHIPONGO FARM,WELL #5,Well,0.00,2016,37.400928,-75.887949
DAVIDS NURSERY,P & P #3,Well,0.43,2016,37.52888889,-75.89666667
BUCK CREEK NURSERY,BUCK CREEK,Surface Water Intake,0.00,2012,37.84805556,-78.79388889
W LANIER EASLEY,FARM POND 13.5 ACRES TOBACCO,Surface Water Intake,0.00,2016,36.79944444,-79.51611111
PLEASANT GROVE SERVICE AREA,PLEASANT GROVE WELL #2,Well,2.24,2016,36.6891575,-80.0109316
RIVERSIDE FARM,Pamunkey River - R4A,Surface Water Intake,4.01,2016,0.1,0.1
HAPPY VALLEY GREENHOUSE LLC,WELL,Well,0.00,2016,38.6787702,-78.4671497
MINERAL SERVICE AREA,WELL #5,Well,2.02,2016,38.00472222,-77.90444444
DONALD L MOORE,FARM POND 2,Surface Water Intake,0.00,2016,0.1,0
CHEROKEE POINT FARMS,FARM POND 3   LAURA WOOD,Surface Water Intake,0.00,2016,0.1,0
JORDAN ON THE JAMES,WELL #1,Well,3.84,2016,37.30555556,-77.22083333
WOODBERRY FOREST SCHOOL,WELL #7,Well,15.57,2016,38.292856,-78.130524
BEECHWOOD MANOR SERVICE AREA,WELL #2  LEMONWOOD,Well,8.50,2016,37.28583333,-77.20583333
BOW CREEK GOLF COURSE,WELL AT 10TH FAIRWAY   228-474,Well,0.24,2016,36.82083333,-76.08888889
MANASSAS WTP,LAKE MANASSAS,Surface Water Intake,0.00,2016,38.76388889,-77.62361111
WOODBERRY FOREST SCHOOL,WELL #6,Well,0.56,2016,38.294133,-78.129405
ARLINGTON GOLF COURSE,ON SITE POND,Surface Water Intake,38.17,2016,38.85472222,-77.07416667
EASTERN SHORE YACHT & CC,RESTROOM,Well,0.01,2016,37.65333333,-75.81527778
CHRISTIAN/AMES FARM,CAMP WELL AF1-1,Well,0.24,2016,37.601126,-75.814973
BELVEDERE PLANTATION,RUFFENS POND,Surface Water Intake,0.00,2016,38.24111111,-77.40722222
WILLIAMS CATTLE CO LLC,WORRELL FARM POND,Surface Water Intake,0.00,2016,0.1,0
EVELYN D MCPHERSON,,Surface Water Intake,0.00,2016,0.1,0
PHILLIP EDWARDS FARMS,FARM POND,Surface Water Intake,1.74,2016,36.923556,-76.545972
POTTS CREEK INTAKE,POTTS CREEK,Surface Water Intake,0.00,2016,37.75083333,-79.99583333
LOVINGSTON SERVICE AREA,BOWLING WELL #1,Well,7.47,2016,37.70222222,-78.92444444
SOUTH RIVER SERVICE AREA,HERSHEY WELL,Well,62.34,2016,38.005156,-79.038614
MIDDLEBROOK SERVICE AREA,WELL #1,Well,1.70,2016,38.05416667,-79.21722222
BLACKWATER PUMPING STATION,BLACKWATER RIVER,Surface Water Intake,189.67,2016,36.76583333,-76.88472222
Brink Concentrator Site System,AF-32,Well,1.49,2016,36.62568,-77.63865
JAMES AND JIMMY RIGNEY,FARM POND,Surface Water Intake,0.00,2012,0.1,0
GILES COUNTY PUBLIC SERVICE AUTHORITY,NORTH NARROWS WELL,Well,0.62,2016,37.325,-80.82111111
MARK NEWMAN,KIM STARR-WENDELL FARM POND,Surface Water Intake,0.00,2015,0.1,0
BLACK MARSH FARM,RAPPAHANNOCK RIVER PUMP #4,Surface Water Intake,0.00,2016,38.14092,-77.15065
WARRENTON SERVICE AREA,WELL #4,Well,0.00,2016,38.72833333,-77.8075
EVANS/OAKS FARM,WELL #2,Well,0.33,2016,37.68666667,-75.65972222
Mappsville Facility & Labor Housing,HOUSE #11 WELL,Well,0.00,2014,37.83722222,-75.58361111
Bundick Farm,Well,Well,0.00,2015,37.766805,-75.660889
JEFFERSON-LAKESIDE COUNTRY CLB,LAKESIDE LAKE,Surface Water Intake,13.25,2016,37.62222222,-77.46666667
Greenbrier Farms Nursery,MILLS FARM POND,Surface Water Intake,0.00,2016,36.63722222,-76.22277778
RUSHMERE,WELL #1 RUSHMERE,Well,0.00,2016,37.065,-76.67638889
EMERSON BROTHERS,STREAM NAME   ??? 4 A. FIELD,Surface Water Intake,0.00,2016,0.1,0
EMERSON BROTHERS,STREAM NAME   ??? 12 A. FIELD,Surface Water Intake,0.00,2016,0.1,0
DREWRYVILLE SERVICE AREA,Well #2,Well,0.62,2016,36.71177778,-77.304
MOORE AND DORSEY INC,JOE BELL WELL #2,Well,5.42,2016,39.16107981,-77.93811515
CALLAO SERVICE AREA,Well 3,Well,1.10,2015,37.972019,-76.558856
LAKE LAND 'OR SERVICE AREA,WELL #5,Well,0.00,2013,38.01472222,-77.54777778
LAKE LAND 'OR SERVICE AREA,WELL #10,Well,0.01,2016,99,-99
SMALL SYSTEMS,HOLLER WELL  #3,Well,0.98,2016,38.875272,-78.599372
SPRING HOLLOW WTP,WD FROM SP HOLLOW RES,Surface Water Intake,1542.96,2016,37.231,-80.1761
HERITAGE HOMES OF VA INC,OAK PARK             WELL #2,Well,0.00,2016,38.38833333,-78.12777778
SYDNOR - small well systems,POCAHONTAS MIDDLE SCHOOL #1,Well,0.00,2016,37.55833333,-77.9475
BLUE RIDGE SCHOOL,WELL #2,Well,0.40,2016,38.26361111,-78.55333333
"Lake Packing Company, Inc.- Processing",WELL #2-A  4 IN 330 1ST STRATA,Well,0.00,2016,37.97222222,-76.46972222
MONTEREY SERVICE AREA,WELL #3,Well,21.86,2016,38.42166667,-79.58916667
EVERGREEN DAIRY,MUDDY CREEK,Surface Water Intake,0.00,2016,38.46194444,-78.97888889
MONTPELIER PLANT,SANITARY-DRINKING WATER WELL,Well,1.18,2016,37.77666667,-77.71277778
Fort A. P. Hill Water System,WILCOX WELL #2  PWAT23,Well,0.09,2016,38.10361111,-77.29277778
AVONDALE-HANOVER SERVICE AREA,ROBIN RIDGE WELL,Well,9.11,2016,37.65277778,-77.37333333
CEDAR POINTE,Cedar Pointe Well 1a,Well,0.68,2016,37.664114,-76.594421
INDIAN RIVER SERVICE AREA,WELL #1A,Well,1.27,2016,36.81583333,-76.225
Dreamland Homes,Well #7,Well,0.00,2016,37.72763889,-75.6633889
Dreamland Homes,Well #6,Well,0.00,2016,37.72777778,-75.66358333
PERRY MINNOW FARM,WELL #5  FIRE PROTECTION,Well,0.00,2016,36.795,-76.69055556
SANDERS QUARRY,QUARRY - PIT SUMP DISCHARGE,Surface Water Intake,40.92,2016,38.4013,-77.442
VINTON SERVICE AREA,BUSH WELL #2,Well,22.12,2016,37.27611111,-79.87194444
RICHARD L  SCRUGGS,FARM POND,Surface Water Intake,0.00,2016,0.1,0
Chesapeake Golf Club,IW-3 (Hole 3),Well,0.00,2014,36.70916667,-76.27972222
Oceana Golf Club,GC Irrigation #3,Well,0.39,2016,36.79911111,-76.0285
Fort Eustis,#8 (Bldg 3904),Well,0.09,2016,37.11315556,-76.58138333
James River Country Club,Well #10  (DEQ 216-00092),Well,0.11,2016,37.05916306,-76.50429222
WILLIAM BAIN FARMS,DUG POND,Well,0.92,2016,36.96156,-77.57083
MILFORD SERVICE AREA,WELL #1,Well,1.03,2016,38.02277778,-77.34083333
SYDNOR - FOUNDER'S BRIDGE,SECONDARY,Well,0.00,2016,,
Sedley Water Company,#3,Well,5.88,2016,36.77522222,-76.98236111
VDOC -Southampton Correctional Complex,Well #6,Well,12.01,2016,36.724325,-77.24783611
Custis Farm,#2,Well,21.20,2016,37.50025278,-75.82682778
Custis Farm,#1,Well,0.00,2016,37.49960278,-75.82778611
David's Nursery,P&P 2,Well,12.07,2016,37.52985556,-75.89416389
David's Nursery,P&P 1,Well,5.75,2016,37.52800556,-75.89355556
MAYFLOWER PREPARATION PLANT,WELL #3,Well,0.00,2016,36.83055556,-83.07361111
WATERS EDGE,WATER'S EDGE WELL #4,Well,1.87,2016,37.01944444,-79.61222222
CHICKAHOMINY RIVER,CHICKAHOMINY RIVER,Surface Water Intake,3246.70,2016,37.40833333,-76.93805556
Heritage Oaks Golf Course,POND,Surface Water Intake,19.62,2016,38.44694444,-78.89666667
LOUISA-MINERAL SERVICE AREA,GREEN SPRINGS WELL #3,Well,4.59,2016,38.00722222,-78.18944444
POUNDING MILL SERVICE AREAS,POUNDING MILL SPRING,Surface Water Intake,0.00,2016,37.77277778,-79.96166667
NORTON WTP,LOWER LAKE,Surface Water Intake,211.48,2016,36.91638889,-82.62666667
Shore Memorial Hospital,#2,Well,7.96,2016,37.47636111,-75.86233333
Whitehouse Farms,Well #2,Well,1.49,2016,37.55352881,-77.05715815
JCSA - Central System,W-1 #3 (DEQ 147-280),Well,6.96,2016,37.386075,-76.79541111
JCSA - Central System,W-33 #1 (DEQ 147-276),Well,58.57,2016,37.31033333,-76.79486111
Smithfield Hog Production Farms 1 through 5,1-A,Well,4.72,2016,36.97644444,-76.84471944
Hanover Farms,#1 - Inactive,Well,0.00,2014,37.585,-77.29861111
BAY QUARTER SERVICE AREA,WELL #20 CAMP,Well,0.89,2015,37.97722222,-76.42972222
HARRISONBURG WTP,NORTH RIVER,Surface Water Intake,1214.16,2016,38.37111111,-78.97111111
HERMITAGE FARMS NURSERY,P AND P WELL #2,Well,1.42,2016,37.47333333,-75.87805556
Christian/Ames Farm,Farm-5,Well,0.00,2016,37.60696667,-75.80727222
Christian/Ames Farm,Farm-4,Well,1.21,2016,37.60666667,-75.80643056
Colonial Downs Public Water System,NKD #1,Well,10.81,2016,37.47166667,-77.02583333
Sterling Farm,#5,Well,0.00,2016,37.76622222,-75.60536111
Sterling Farm,#3,Well,0.00,2016,37.76666667,-75.60355556
Mutton Hunk Fen Natural Area Preserve,Well #4,Well,0.00,2014,37.77194444,-75.57883333
Mutton Hunk Fen Natural Area Preserve,Well #3,Well,0.00,2014,37.77191667,-75.578
Hermitage Farms Nursery,Propagation Well #1,Well,0.09,2016,37.47067222,-75.88470278
West Point Veneer Mill Water Supply,Log Well #2,Well,4.81,2016,37.54538889,-76.80899722
Integrated Fisheries International Limited,Production Well 5,Well,0.00,2016,37.85286111,-75.55361111
"Tyson Farms, Inc.",#3,Well,83.59,2014,37.88713889,-75.56033333
HOLSINGER DAIRY FARM,Dairy Well,Well,2.29,2016,38.1328856,-78.8515377
Indian Acres / Po River W&S,Well #10,Well,15.92,2016,,
The Regency at Dominion Valley,Well hole 6,Well,9.40,2016,38.85148962,-77.64048815
CASTLEWOOD SERVICE AREA,SARGENT CULBERTSON SPRINGS,Surface Water Intake,1.64,2016,,
STRASBURG PLANT,Well 9,Well,0.04,2016,39.01856685,-78.33598104
CLOVERDALE - VISTA PARK,Well #1,Well,0.00,2016,,
LOWER BROAD RUN SERVICE AREA,Creighton Well 2A ,Well,1.14,2016,,
LOWER BROAD RUN SERVICE AREA,Creighton Well 5A,Well,1.01,2016,,
DUFFIELD WTP,Fort Blackmore Methodist Camp Well,Well,20.84,2016,36.7930944,82.5954111
DUFFIELD SERVICE AREA,Methodist Camp Well - Ft. Blackmore,Well,20.84,2016,,
CLOVER POWER PLANT,Potable Water Well N,Well,0.79,2016,36.86774223,-78.70352268
HONAKER SERVICE AREA,New Garden WEll,Well,8.78,2016,,
Holland Water System,Holland #5 (161-00541),Well,0.00,2016,36.68196118,-76.78070297
HONAKER SERVICE AREA,Joe Bill Well,Well,12.56,2016,,
David's Nursery,Boole Farm Pond,Well,0.00,2016,,
Mount Alto,Trst 7,Surface Water Intake,0.00,2016,,
Dahlgren Base,Pumpkin Neck Well B-9431,Well,0.82,2016,38.29805556,-77.04888889
Dahlgren Base,Reservoir B-274A,Well,33.39,2014,38.32574912,-77.03267736
Scotts Company - Waverly Virginia,well #4,Well,0.00,2016,37.016911,-77.058403
TOWER ROAD SERVICE AREA,Tower Road System,Well,2.85,2016,30.77353491,-72.09755322
"INGLESIDE DAIRY FARM, INC.",Spring,Surface Water Intake,0.00,2016,,
WOODLAWN \ WALSINGHAM FARMS,CREEK PUMP - WOODLAWN,Surface Water Intake,49.34,2016,38.171553,-77.149689
Kiptopeke State Park,Environ Center Well,Well,0.00,2016,,
Town of Kilmarnock,"Radio Well (#4), 151-113",Well,30.98,2016,37.7249,-76.392157
Town of Kilmarnock,"Church Street #2, 151-1",Well,1.90,2016,37.71222183,-76.378889
Monroe Bay Estates and Trailer Park,"Well #1, 196-39",Well,3.16,2014,38.24451568,-76.97266932
Milford Sanitary District Water System,"Well #2, Milford 640 Well",Well,13.11,2014,38.20031667,-77.35769444
PoorhouseTract/Caroline High School,Well #1-High School Well,Well,3.12,2014,38.0222,-77.41166944
Town of Tappahannock,"Well #4, 128-083",Well,30.06,2016,37.92333333,-76.87055556
Legacy Park Subdivision,"#2, DEQ#142-611",Well,0.00,2016,37.63720833,-77.33147639
Newman Farms,South Well #2,Well,1.53,2016,37.3425959,-75.90995234
Newman Farms,South Well #1,Well,3.13,2016,37.34259589,-75.91070792
Newman Farms,North Well #1,Well,5.25,2016,37.35242619,-75.9129665
Mount Vernon Country Club,Irrigation Well #1,Well,0.00,2016,38.71294444,-77.11577778
Mount Vernon Estate,Fire Protection Well #2,Well,0.96,2016,38.710281,-77.083571
Mount Vernon Estate,Fire Protection #1,Well,0.83,2016,38.710305,-77.083557
Mount Vernon Estate,Library Well (Irrigation Well #1),Well,0.21,2016,38.714318,-77.088526
West Point Mill Water System,19th Street Deep Replacement,Well,438.48,2016,37.541273,-76.801929
Mizpah Nursing Home,Well 2,Well,0.00,2014,37.60888889,-76.50833333
Town of Urbanna,Well #3,Well,0.03,2016,37.63894578,-76.57887
Town of Warsaw,"Well #2, 179-007",Well,4.85,2014,37.95943056,-76.75533056
Bush Park Camping Resort,"Well #3, Manager Well, 159-142",Well,0.00,2014,37.56849721,-76.39714053
Bush Park Camping Resort,"Well #2, Tower Well, 159-141 ",Well,0.00,2014,37.568136,-76.39327928
Bexley Mobile Home Park,Well #5,Well,0.75,2016,37.07643837,-77.36087322
Surry Power Station,Well JR,Well,6.63,2016,,
Laurel Point Subdivision,well #1 (151-66),Well,0.14,2016,37.730925,-76.42811389
White Sands Harbor,Well 2,Well,0.00,2014,37.94122222,-76.34872222
White Sands Harbor,Well #1A,Well,0.00,2014,37.94123056,-76.33906389
Bells Cove Water System,1A,Well,0.00,2014,37.98225,-76.55565
Bush Park Camping Resort,"Well #1, Central Field, 159-140",Well,0.00,2014,37.56788596,-76.39147366
ROUND HILL SERVICE AREA,Round Hill Well #7B,Well,11.25,2016,39.121478,-77.764404
STAPLETON STREET PLANT,New Wash-Out Well,Well,0.00,2016,,
Capital Concrete Inc Stapleton Street Plant,Wash-down New (DEQ #217-99),Well,0.51,2016,36.84194444,-76.24111111
NiceView Farm,Pond,Well,2.63,2016,37.3776421,-77.0793655
Bide-A-Wee Golf Course,Well -City Park,Well,3.92,2016,99,-99
VA TECH Dairy Science Complex - Kentland Farm,VT Dairy Well #1,Well,4.02,2016,37.20444,-80.57475
"Stoney Run Farms, Inc.",Dairy 1,Well,25.20,2016,38.3390095,-78.7241612
Cameron Hills Golf Links,Well #3 Pump House,Well,0.00,2016,,
Cameron Hills Golf Links,Well #1  Irr Pond,Well,0.00,2016,,
PURCELLVILLE SERVICE AREA,Jeffries Well,Well,4.89,2016,39.169165,-77.740364
"SAUNDERS BROTHERS, INC.",Collins House Well,Well,3.11,2016,,
Bath County Regional Water System,High School Well #2,Well,18.43,2016,38.0339997,-79.7954007
SMALL SYSTEMS,Stoney Creek Well #24,Well,4.52,2016,,
SMALL SYSTEMS,Venter Heights Well #2,Well,3.30,2016,,
SMALL SYSTEMS,Venter Heights Well #1,Well,3.05,2016,,
"NEW LEAF FARMS, INC.",WELL #2,Well,0.85,2016,,
SMALL SYSTEMS,St. Tammany Landing Well #1,Well,0.34,2016,,
KIMBALLTON PLANT 2,Quarry Well Dewatering,Well,1267.00,2016,37.37777778,-80.65972222
SMALL SYSTEMS,Brookwood Well #2,Well,1.50,2016,,
SMALL SYSTEMS,Brookwood Well #1,Well,0.48,2016,,
BEALETON REGIONAL WATER SYSTEM,Mintbrook Well B-4,Well,27.55,2016,38.590651,-77.778873
Suffolk Main System (G.ROBERT HOUSE WTP),Whaleyville Well #4,Well,0.00,2015,36.593888,-76.681666
Fort A. P. Hill Water System,HQ STP Well,Well,0.00,2016,38.07958,-77.321257
Secondary sources (fmr WHALEYVILLE SERVICE AREA),Whaleyville School Well,Well,0.00,2015,36.588835,-76.687916
Fort A. P. Hill Water System,Lazer Range Well,Well,0.00,2016,38.165311,-77.284546
Fort A. P. Hill Water System,TISA Fire Tank Well,Well,0.01,2016,38.096847,-77.32609
GRAINFIELD FARM,ML9,Surface Water Intake,1.46,2016,,
GRAINFIELD FARM,B2,Surface Water Intake,1.35,2016,,
Scenic View Golf Course,Holston River Intake,Surface Water Intake,0.62,2016,99,-99
LAKE CAROLINE,Lake Caroline WTP,Surface Water Intake,5.38,2016,,
NEW HOPE FARM,Middle River,Surface Water Intake,89.00,2016,38.2002,-78.91455
"Blue Ridge Fish Hatchery, Inc",Dan River,Surface Water Intake,97.64,2016,35.57,-80.43
STERLING PARK GOLF AND SWIM CLUB ,Irrigation Pond,Surface Water Intake,1.00,2016,39.004142,-77.410222
Elkington Farm,Willow Grove Farm Pond,Surface Water Intake,2.20,2016,37.259998,-75.981153
The HIGHLANDS Country Club,Lake,Surface Water Intake,11.43,2016,37.33409,-77.530045
Bush Park Mobile Home Park,#5,Well,0.36,2016,37.5700249,-76.39358487
Bush Park Mobile Home Park,#4,Well,0.26,2016,37.57105269,-76.39372377
Aylett Sand and Gravel Facility,Well #1,Well,0.82,2016,37.79486277,-77.09886152
Oak Shades Mobile Home Park,Oak Shade #1,Well,2.72,2016,37.15758894,-77.28988124
Bush Park Mobile Home Park,#2,Well,0.34,2016,37.56986111,-76.39411111
Legacy Park Subdivision,"#1, DEQ#142-610",Well,0.00,2016,37.63745,-77.33159167
Indian Creek Estates Public Water System,#3 - Inactive,Well,0.00,2014,37.7083195,-76.3382311
Indian Creek Estates Public Water System,#2A (DEQ# 166-00125),Well,1.72,2016,37.70085,-76.34316667
Indian Creek Estates Public Water System,#2 (DEQ# 166-00067),Well,1.50,2016,37.70555556,-76.34311111
Foxwells Community Water System,#2,Well,2.76,2016,37.62368611,-76.32475
Foxwells Community Water System,#1A,Well,0.76,2016,,
Haynesville Correctional Center,#4,Well,12.27,2016,37.95506778,-76.67108333
Haynesville Correctional Center,#3,Well,7.57,2016,37.96157222,-76.67394722
Mallard Bay Public Water System,#1,Well,0.97,2016,37.86235278,-76.43164722
Luttrellville Water System,#1A 179-00060,Well,1.92,2016,37.93900833,-76.58927778
Surry Power Station,Well ER,Well,12.56,2016,37.16411944,-76.69865833
Heathsville Public Water System,#1 - 166-00155 Abandoned,Well,1.79,2014,37.917906,-76.471583
Lancaster Courthouse,#2 - 151-00116 ,Well,0.55,2016,37.76847778,-76.451825
Lancaster Courthouse,#1A - 151-00117,Well,2.70,2016,37.7736,-76.47112778
Elsinore Public Water System,#1,Well,1.18,2016,37.90173611,-77.34755556
Laurelwood Estates,Well #2,Well,0.00,2016,37.497928,-76.6347
Longwood Golf Course,LU Golf Well #1,Well,2.28,2016,37.2903372,-78.3817551
SOUTH RIDING GOLF,Well,Well,25.45,2016,99,-99
Piedmont Golf Club,Well #2,Well,8.07,2016,38.81898933,-77.62096335
Piedmont Golf Club,Well #1,Well,13.35,2016,38.82120865,-77.62537826
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #8,Well,0.00,2016,38.4564355,-78.7589558
Fauquier Springs Country Club,Well,Well,0.00,2016,38.656512,-77.867913
Heritage Hunt Golf Club,#17 Fairway,Well,0.67,2016,38.81204029,-77.60069094
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #6,Well,0.03,2016,99,-99
Heritage Hunt Golf Club,#14 on Alderwood Way,Well,7.92,2016,38.81608907,-77.59134021
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #5,Well,0.36,2016,99,-99
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #3,Well,1.03,2016,99,-99
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #2,Well,1.02,2016,99,-99
"PACKSADDLE RIDGE GOLF CLUB, LLC",Well #1,Well,1.02,2016,99,-99
Lake Ridge Golf Course,Occoquan Reservoir,Surface Water Intake,0.55,2016,38.697603,-77.318127
Stonewall Golf Club,Irrigagion Pond,Surface Water Intake,19.07,2016,38.7239,-77.7476
Millwood Country Club,Roseville Run,Surface Water Intake,0.00,2016,39,-78
General's Ridge Golf Course,Holding Pond,Surface Water Intake,2.77,2016,38.012833,-77.007444
Robert Trent Jones Golf Club,Irrigation Pond,Surface Water Intake,0.00,2016,38.776,-77.639
MAGNOLIA GREEN GOLF CLUB,Blackman Creek,Surface Water Intake,18.02,2016,99,-99
STUMPY LAKE GOLF COURSE,Stumpy Lake,Surface Water Intake,4.95,2016,36.77492,-76.16039
Wolf Creek Golf & Country Club,Stream,Surface Water Intake,0.54,2016,37.15742,-81.198855
Halifax Co. Country Club,Pond,Surface Water Intake,0.00,2016,36.8,-78.9
"LANDSOWNE, THE GOLF CLUB AT ",Potomac River,Surface Water Intake,41.21,2016,39.092222,-77.471944
BEAVER HILLS GOLF COURSE,Closed Rock Quarry,Surface Water Intake,0.00,2016,99,-99
The Hamptons Golf Course,Pond,Surface Water Intake,0.00,2016,37.063295,-76.401609
Olde Mill Resort,Pond,Surface Water Intake,7.63,2016,36.689698,-80.523444
MEDAL OF HONOR GOLF COURSE,#9 Pond,Surface Water Intake,0.67,2016,38.531264,-77.309525
OLD HICKORY GOLF CLUB,Occoquan River,Surface Water Intake,7.97,2015,99,-99
Greenbrier Farms Nursery,WEYERHAUSER FARM POND,Well,0.00,2016,36.63722222,-76.22277778
"HILLTOP GOLF CLUB, INC",GW #1,Well,8.38,2015,38.74644,-77.15327
BALLYHACK GOLF CLUB,Well #1,Well,22.15,2016,37.25418,-79.87
Pulaski Golf Course,Well #1,Well,0.12,2016,37.104378,-80.762892
QUINTON OAKS GOLF COURSE,Well #2,Well,0.00,2016,37.939659,-76.577539
STAFFORD READY MIX PLANT,Well #2,Well,0.08,2016,38.4189,-77.41632
"HILLTOP GOLF CLUB, INC",GW #2,Well,0.00,2015,38.748695,-77.15334
"Creighton Farms, The Club at ",Irrigation Pond,Surface Water Intake,22.33,2016,99,-99
The Regency at Dominion Valley,Irrigation Pond,Surface Water Intake,21.80,2016,,
Massanutten Resort Surface Water Withdrawal Project,Painters Pond intake,Surface Water Intake,12.24,2016,38.40783,-78.7472
KISKIACK GOLF CLUB,Pond / Course Irrigation,Surface Water Intake,7.47,2016,99,-99
Pulaski Golf Course,Thorn Spring Branch,Surface Water Intake,12.27,2016,37.104378,-80.762892
Massanutten Resort Surface Water Withdrawal Project,Painters Pond,Surface Water Intake,14.69,2014,,
CEDARS COUNTRY CLUB,Spring,Surface Water Intake,0.00,2016,36.8902209,-79.418799
Longwood Golf Course,LU Golf Irrigation Pond,Surface Water Intake,8.46,2014,,
Town of Tappahannock,"Well #1, 128-01",Well,0.27,2016,37.9229136,-76.863297
Highway Farm,Well #3,Well,2.72,2016,37.38569198,-75.92412575
Highway Farm,Well #2,Well,9.23,2016,37.38594198,-75.92370908
Combined Skimino Banbury and Lightfoot Systems,MW3 (DEQ#199-105),Well,0.00,2016,37.35661111,-76.73741667
BATTLEFIELD GOLF COURSE,Pond at #11,Surface Water Intake,0.00,2016,36.68929,-76.182
PIANKATANK RIVER GOLF CLUB,Pond,Surface Water Intake,8.19,2016,99,-99
"RICHMOND COUNTRY CLUB, INC",Irrigation Pond,Surface Water Intake,8.65,2016,37.606884,-77.677032
"PETERSBURG, COUNTRY CLUB OF ",Pond,Surface Water Intake,15.76,2016,37.16902,-77.38365
Virginia Golf Center,Pond,Surface Water Intake,0.26,2016,38.82813,-77.39978
Tuckers Recreational Park,well 2,Well,0.00,2016,,
Folly Farms Subdivision,Folly Farm Well #1,Well,0.00,2016,37.880567,-76.727283
ROUND HILL SERVICE AREA,Well 21SB - Duplicate Well entry,Well,9.96,2015,39.132636,-77.76341
